INST PEDAG NACIONAL                                                                                 ;Puente Aranda;A;NO OFICIAL;63;62;60;59;67;307;;
COLEGIO INTEGRAL;Kennedy;A;NO OFICIAL;61;61;56;58;69;299;;
COLEGIO MAYOR PRIMEROS MAESTROS;Engativá;A;NO OFICIAL;60;59;57;57;64;293;;
INSTITUTO JUAN PABLO II - SEDE PRINCIPAL;Bosa;A;NO OFICIAL;49;34;42;46;45;215;;
COLEGIO FERNANDO SOTO APARICIO IED;Barrios Unidos;A;OFICIAL;55;52;49;49;56;258;;
CENT EDUC DIST JUANA ESCOBAR;Sumapaz;A;OFICIAL;51;48;45;48;45;239;;
COL LUTERANO SAN LUCAS                                                                              ;Kennedy;A;NO OFICIAL;62;60;57;57;64;297;;
COLEGIO MANUEL CEPEDA VARGAS (IED) - SEDE PRINCIPAL;Capinero;A;OFICIAL;56;53;50;51;51;262;;
CEDIT FRANCISCO DE PAULA SANTANDER;Teusaquillo;A;OFICIAL;51;48;46;47;47;240;;
COL DIST EDUC BAS Y MEDIA ALBERTO LLERAS CAMARGO;Teusaquillo;A;OFICIAL;53;50;47;48;50;248;;
COL JOSE MARIA VARGAS VILA (INS EDUC DIST);San Cristobal;A;OFICIAL;46;42;38;41;39;208;;
CENT EDUC DIST LA GAITANA;San Cristobal;A;OFICIAL;53;48;49;50;52;251;;
CENTRO DE ENSEÑANZA MEDIA COMERCIAL NUESTRA SEÑORA DEL CARMEN;Ciudad Bolívar;A;NO OFICIAL;63;64;61;60;64;311;;
GIMN FIDEL CANO                                                                                     ;Barrios Unidos;A;NO OFICIAL;62;63;58;62;73;311;;
COL RICHARD WAGNER                                                                                  ;Tunjuelito;A;NO OFICIAL;54;48;46;50;67;254;;
COL REAL DE BOGOTA                                                                                  ;Rafael Uribe Uribe;A;NO OFICIAL;53;48;43;49;56;244;;
COL DE SALERNO                                                                                      ;Usme;A;NO OFICIAL;51;49;46;48;49;243;;
COL SAN JUAN DE AVIILA                                                                              ;Tunjuelito;A;NO OFICIAL;62;60;58;59;63;300;;
COL ANDRES ROSILLO                                                                                  ;San Cristobal;A;NO OFICIAL;56;58;55;54;59;280;;
COL DIST EDUC BAS Y MEDIA JOSE JOAQUIN CASTRO MARTINEZ;Suba;A;OFICIAL;52;51;49;48;49;250;;
COLEGIO EVERGREEN;Rafael Uribe Uribe;A;NO OFICIAL;66;65;60;62;82;323;;
CENT EDUC DIST PLAN PADRINOS SAN LUIS;Kennedy;A;OFICIAL;51;51;46;47;50;244;;
COLEGIO DE BACHILLERATO PATRIA - SEDE PRINCIPAL;Rafael Uribe Uribe;A;NO OFICIAL;66;66;64;63;71;326;;
LIC LA CORUÑA                                                                                       ;San Cristobal;A;NO OFICIAL;53;49;47;49;51;248;;
COL NSTRA SRA DE LORETO                                                                             ;Fontibón;A;NO OFICIAL;56;52;52;52;54;265;;
COL PSICOPEDAG VILLA MAYOR;Usme;A;NO OFICIAL;63;65;60;61;64;312;;
LIC MODERNO WALT WHITMAN                                                                            ;Ciudad Bolívar;A;NO OFICIAL;56;52;49;51;55;261;;
GIMN ANTONIO NARIÑO                                                                                 ;Barrios Unidos;A;NO OFICIAL;64;65;66;63;73;326;;
COL SANTA MARIANA DE JESUS;Puente Aranda;A;NO OFICIAL;62;61;58;58;66;301;;
LIC MODERNO BETANIA - SEDE PRINCIPAL;Santa Fe;A;NO OFICIAL;54;53;50;50;53;259;;
ESC NORMAL SUPERIOR NSTRA SRA DE LA PAZ;Antonio Nariño;A;NO OFICIAL;55;55;50;51;56;265;;
CENT EDUC DIST NUEVO CHILE;San Cristobal;A;OFICIAL;55;50;48;49;53;253;;
COL DIST U.B. MARCO FIDEL SUAREZ;La Candelaria;A;OFICIAL;54;51;50;49;50;255;;
CENT EDUC DIST REP DE MEXICO;Engativá;A;OFICIAL;53;50;47;49;48;248;;
CENT EDUC DIST REINO UNIDO DE HOLANDA;Suba;A;OFICIAL;55;54;49;50;52;260;;
CENT EDUC DIST GUACAMAYAS;Santa Fe;A;OFICIAL;47;45;42;44;46;223;;
COL DIST EDUC BAS Y MEDIA REP DEL ECUADOR;Capinero;A;OFICIAL;53;49;48;47;48;246;;
LICEO NAL MAGDALENA ORTEGA DE NARIÑO;Capinero;A;OFICIAL;53;49;49;49;53;251;;
CENT EDUC DIST ALMIRANTE PADILLA;La Candelaria;A;OFICIAL;54;52;48;49;48;253;;
CENT EDUC DIST PAULO VI;Ciudad Bolívar;A;OFICIAL;53;49;48;49;52;250;;
COL DE LOS ANDES                                                                                    ;Teusaquillo;A;NO OFICIAL;61;60;56;55;62;292;;
CENT EDUC SAGRADA FAMILIA DE NAZARETH;Antonio Nariño;A;NO OFICIAL;62;61;59;58;67;303;;
CENTRO EDUCATIVO EXTERNADO SIMON BOLIVAR;Antonio Nariño;A;NO OFICIAL;50;46;44;45;47;232;;
GIMN EL LAGO                                                                                        ;Usme;A;NO OFICIAL;65;64;61;60;64;313;;
COLEGIO MONTERROSALES - SEDE PRINCIPAL;Usme;O;NO OFICIAL;60;54;52;52;65;277;;
CENT DE EDUC DE ADULTOS CULTURAL - SEDE PRINCIPAL;Barrios Unidos;A;NO OFICIAL;46;42;40;41;41;211;;
ALFONSO LÒPEZ MICHELSEN (PUERTA DEL SOL INST EDUC DIST);Santa Fe;A;OFICIAL;53;50;49;49;50;251;;
C.E. FORMAL PARA ADULTOS LOS SAUCES - SEDE PRINCIPAL;Bosa;A;NO OFICIAL;48;48;48;47;49;239;;
CENT EDUC DIST PARAISO MIRADOR;Usme;A;OFICIAL;46;40;40;41;40;208;;
CENT SUPERIOR DE ESTUDIOS FINANCIEROS E INFORMATICOS CENPEFI;Rafael Uribe Uribe;A;NO OFICIAL;48;44;42;45;44;223;;
GIMN CHARLES DE GAULLE;Engativá;A;NO OFICIAL;55;53;46;48;62;257;;
COLEGIO TALENTOS - SEDE PRINCIPAL;Fontibón;A;NO OFICIAL;51;50;48;47;54;247;;
GIMN BOSQUES DEL NOGAL                                                                              ;Suba;A;NO OFICIAL;58;50;48;50;56;259;;
CENT PANAMERICANO DE CAPACITACION SEDE RESTREPO;Kennedy;A;NO OFICIAL;50;48;43;45;46;232;;
COLEGIO JOSÉ FRANCISCO SOCARRAS (IED) - SEDE PRINCIPAL;Bosa;A;OFICIAL;51;52;47;49;49;248;;
CENT EDUC DIST FRANCISCO DE PAULA SANTANDER;Engativá;A;OFICIAL;54;53;48;50;51;256;;
COL CARLO FEDERICI (INST EDUC DIST);Fontibón;A;OFICIAL;60;57;54;53;57;280;;
CENT EDUC DIST INST TEC RODRIGO DE TRIANA;Los Mártires;A;OFICIAL;55;52;49;50;50;257;;
INST CIAL LORETO - SEDE PRINCIPAL;Engativá;A;NO OFICIAL;58;54;51;54;58;273;;
INSTITUTO DANTE ALIGHIERI - SEDE PRINCIPAL;Sumapaz;A;NO OFICIAL;50;46;48;47;47;238;;
COLEGIO SUPERIOR SAN CRISTOBAL - SEDE PRINCIPAL;Santa Fe;O;NO OFICIAL;43;37;35;42;44;198;;
COL DIST JORGE ELIECER GAITAN;Santa Fe;A;OFICIAL;56;55;50;52;55;267;;
CENT EDUC DIST MANUEL ELKIN PATARROYO;Engativá;A;OFICIAL;52;50;46;49;49;246;;
COL DIST CRISTOBAL COLON (SERVITA);Los Mártires;A;OFICIAL;54;50;48;48;51;250;;
LICEO BET-EL - SEDE PRINCIPAL;Usaquén;A;NO OFICIAL;57;59;54;53;62;281;;
COLEGIO TECNISISTEMAS SEDE BOSA - SEDE PRINCIPAL;La Candelaria;A;NO OFICIAL;48;45;43;45;43;225;;
COL TRIANGULO CHAPINERO - SEDE PRINCIPAL;Engativá;A;NO OFICIAL;47;59;53;37;43;243;;
COLEGIO MARIO LUIS RODRIGUEZ COBOS - SEDE PRINCIPAL;La Candelaria;A;NO OFICIAL;48;45;42;44;44;223;;
CENT EDUC DIST ALVARO GOMEZ HURTADO;Bosa;A;OFICIAL;52;48;46;46;48;240;;
COL SALESIANO DE LEON XIII;Teusaquillo;A;NO OFICIAL;62;63;58;60;67;306;;
LIC SANTA ANA DEL SUR                                                                               ;Santa Fe;A;NO OFICIAL;60;56;56;55;61;285;;
COL DE LA ENSEÑANZA                                                                                 ;Ciudad Bolívar;A;NO OFICIAL;65;66;63;62;74;324;;
COLEGIO LA GIRALDA (IED);La Candelaria;A;OFICIAL;56;56;50;51;;246;;
COLEGIO CALASANZ (IED);La Candelaria;A;OFICIAL;59;59;54;56;55;284;;
COL DIST TOMAS RUEDA VARGAS;Kennedy;A;OFICIAL;51;49;46;47;48;241;;
COLEGIO SAN ANSELMO - SEDE PRINCIPAL;Sumapaz;A;NO OFICIAL;54;50;48;48;50;250;;
COLEGIO DE LA BICI (IED) - SEDE PRINCIPAL;Los Mártires;A;OFICIAL;54;53;50;49;50;257;;
FUNDACION COLEGIO EMILIO VALENZUELA - SEDE PRINCIPAL;Antonio Nariño;A;NO OFICIAL;63;62;59;59;74;309;;
INEM SANTIAGO PEREZ;Los Mártires;A;OFICIAL;54;51;48;49;49;252;;
COL DEPT SILVERIA ESPINOSA DE RENDON;Capinero;A;OFICIAL;56;53;51;51;54;264;;
CENT EDUC DIST EL REMANSO;Kennedy;A;OFICIAL;59;55;53;52;55;274;;
CENT EDUC DIST FRANCISCO DE MIRANDA;Bosa;A;OFICIAL;55;52;48;51;52;258;;
COL HOGAR DE NAZARETH                                                                               ;La Candelaria;A;NO OFICIAL;62;59;59;56;64;297;;
COLEGIO VIRTUAL SIGLO XXI;Kennedy;A;NO OFICIAL;60;56;58;54;62;287;;
COL DIST EDUC BAS Y MEDIA LOS ALPES;Barrios Unidos;A;OFICIAL;44;40;38;40;39;202;;
CENT EDUC DIST RAFAEL NUÑEZ;Rafael Uribe Uribe;A;OFICIAL;55;54;50;51;52;262;;
INSTITUTO ANDINO DE BACHILLERATO Y CAPACITACION;Puente Aranda;A;NO OFICIAL;57;53;52;50;61;268;;
COLEGIO ALEJANDRO MAGNO - SEDE PRINCIPAL;Engativá;A;NO OFICIAL;47;44;41;44;44;220;;
COLEGIO HAPE  HABILIDADES DEL PENSAMIENTO  - SEDE PRINCIPAL;Capinero;A;NO OFICIAL;63;58;58;55;67;296;;
COL TRIANGULO KENNEDY                                                                               ;Ciudad Bolívar;A;NO OFICIAL;46;45;37;41;45;212;;
INNOVAR EDUCACION PARA JOVENES Y ADULTOS - SEDE PRINCIPAL;Barrios Unidos;A;NO OFICIAL;45;45;40;43;44;217;;
LIC SAN BASILIO MAGNO                                                                               ;Usaquén;A;NO OFICIAL;59;57;54;54;61;282;;
CENT EDUC DIST ANTONIO JOSE DE SUCRE;Rafael Uribe Uribe;A;OFICIAL;55;52;51;51;52;261;;
COLEGIO KUEPA RESTREPO - SEDE PRINCIPAL;San Cristobal;A;NO OFICIAL;54;53;49;49;53;257;;
CENT EDUC DIST LUIS LOPEZ DE MESA;Santa Fe;A;OFICIAL;54;50;49;49;49;252;;
COLEGIO INNOVAR - SEDE PRINCIPAL;Puente Aranda;A;NO OFICIAL;50;47;47;46;47;237;;
CENTRO EDUCATIVO EXTERNADO SIMON BOLIVAR;Fontibón;A;NO OFICIAL;52;48;42;49;48;239;;
CENT EDUC DIST BAS Y MEDIA O.E.A.;Bosa;A;OFICIAL;57;54;50;52;54;267;;
COLEGIO CRISTIANO DE COLOMBIA;Capinero;A;NO OFICIAL;52;49;44;46;54;241;;
CENT EDUC DIST JUAN REY;Puente Aranda;A;OFICIAL;51;48;45;48;45;239;;
LIC DE CERVANTES EL RETIRO;Sumapaz;A;NO OFICIAL;65;67;64;63;74;327;;
COL DIST VENECIA;Teusaquillo;A;OFICIAL;45;41;41;40;41;208;;
COL NAL RESTREPO MILLAN;Capinero;A;OFICIAL;45;42;40;41;40;209;;
INST TEC IND PILOTO;Sumapaz;A;OFICIAL;56;54;52;52;52;267;;
INST TEC IND PILOTO;Tunjuelito;A;OFICIAL;55;53;49;50;53;259;;
COL DIST SAN FRANCISCO;Teusaquillo;A;OFICIAL;52;50;47;48;47;245;;
COL DIST EDUC BAS Y MEDIA EL VIRREY JOSE SOLIS;San Cristobal;A;OFICIAL;52;51;47;48;48;247;;
COL DIST EDUC BAS Y MEDIA MONTEBELLO;Barrios Unidos;A;OFICIAL;52;46;46;47;46;238;;
CENT EDUC DIST REP DE CHINA;Teusaquillo;A;OFICIAL;56;54;51;52;53;266;;
CENT EDUC DIST NUEVO SAN ANDRES DE LOS ALTOS;Antonio Nariño;A;OFICIAL;50;47;45;47;48;237;;
CENT EDUC DIST NUEVA DELHI;Usme;A;OFICIAL;51;48;44;47;48;238;;
LIC CULT MOSQUERA                                                                                   ;Kennedy;A;NO OFICIAL;58;58;51;55;57;278;;
COL CENAT                                                                                           ;Los Mártires;A;NO OFICIAL;47;42;41;43;44;217;;
COL GUSTAVO ROJAS PINILLA                                                                           ;Bosa;A;NO OFICIAL;58;57;52;55;57;278;;
CENT EDUC DIST ALVARO GOMEZ HURTADO;Kennedy;A;OFICIAL;51;48;45;47;48;239;;
COLEGIO JOSE JAIME ROJAS (IED) - SEDE PRINCIPAL;Santa Fe;A;OFICIAL;49;46;42;44;43;225;;
GIMN LOS MONJES                                                                                     ;San Cristobal;A;NO OFICIAL;58;57;55;54;59;281;;
COL LUIGI PIRANDELLO - SEDE PRINCIPAL;Kennedy;A;NO OFICIAL;64;63;61;59;72;313;;
COL DIST EDUC BAS Y MEDIA PROVINCIA DE QUEBEC;Santa Fe;A;OFICIAL;53;49;48;48;52;248;;
COLEGIO NUEVA INGLATERRA BILINGÜE INTERNACIONAL;Puente Aranda;A;NO OFICIAL;69;73;66;67;85;350;;
GIMNASIO MAYOR DE OCCIDENTE - SEDE PRINCIPAL;Usme;A;NO OFICIAL;60;61;55;56;61;291;;
GIMN CAMPESTRE  ESCALEMOS;San Cristobal;A;NO OFICIAL;61;60;57;55;65;294;;
LIC CAMPO DAVID                                                                                     ;Santa Fe;A;NO OFICIAL;74;82;74;77;83;386;;
CENT EDUC DE NSTRA SRA DE LA PAZ;Sumapaz;A;NO OFICIAL;61;58;56;54;60;287;;
COL PARROQ SAN CARLOS                                                                               ;Puente Aranda;A;NO OFICIAL;63;61;58;57;63;300;;
LIC LA SABANA                                                                                       ;Sumapaz;A;NO OFICIAL;64;66;61;61;72;318;;
CENT EDUC DIST INST TEC INTERNACIONAL;Bosa;A;OFICIAL;54;53;49;51;50;258;;
COL DEPT INTEGRADO FONTIBON;Ciudad Bolívar;A;OFICIAL;46;44;41;43;42;217;;
CENT EDUC DIST NUEVA COLOMBIA;Santa Fe;A;OFICIAL;53;51;47;47;49;247;;
COLEGIO KIMI PERNIA DOMICO;Capinero;A;OFICIAL;53;48;47;47;48;243;;
LIC VAL (VIDA-AMOR-LUZ)                                                                             ;Los Mártires;A;NO OFICIAL;69;65;64;65;76;333;;
COL ALAFAS DEL NORTE                                                                                ;Santa Fe;A;NO OFICIAL;60;59;55;57;60;290;;
COLEGIO UNIDAD PEDAGOGICA;Rafael Uribe Uribe;A;NO OFICIAL;69;69;69;64;74;341;;
COL KAPEIROT                                                                                        ;Bosa;A;NO OFICIAL;62;62;57;59;64;302;;
INST ORESTES SINDICI                                                                                ;Puente Aranda;A;NO OFICIAL;56;50;50;49;55;258;;
COL MONTERREY                                                                                       ;Rafael Uribe Uribe;A;NO OFICIAL;61;57;57;54;61;288;;
COL PEDAG DEL ESPIRITU SANTO COPES;Capinero;A;NO OFICIAL;61;61;56;57;67;297;;
COLEGIO COOPERATIVO NUEVO MUZU;Usme;A;NO OFICIAL;57;51;51;50;57;263;;
COLEGIO EL ESCORIAL;Sumapaz;A;NO OFICIAL;51;47;47;46;50;240;;
INST NSTRA SRA DEL AMPARO;La Candelaria;A;NO OFICIAL;56;49;39;47;57;242;;
COL SUPERIOR DE OCCIDENTE;Antonio Nariño;A;NO OFICIAL;54;50;47;49;50;250;;
COL MADRE PAULA MONTAL                                                                              ;Bosa;A;NO OFICIAL;60;61;57;56;58;292;;
COL DIST FERNANDO MAZUERA VILLEGAS;San Cristobal;A;OFICIAL;48;47;44;45;44;229;;
CENT EDUC DIST ANTONIO VILLAVICENCIO;Rafael Uribe Uribe;A;OFICIAL;52;45;44;45;;215;;
COL DIST SIMON BOLIVAR;Bosa;A;OFICIAL;53;52;49;50;54;256;;
INST DIST EDUC BAS Y TECNICA AQUILEO PARRA;Santa Fe;A;OFICIAL;55;54;52;51;53;265;;
SEDE A;La Candelaria;A;OFICIAL;61;56;55;56;58;285;;
COL DIST DARIO ECHANDIA;Usaquén;A;OFICIAL;56;55;51;53;49;267;;
CENT EDUC DIST SAN ISIDRO SUR ORIENTAL;Puente Aranda;A;OFICIAL;56;53;50;51;55;263;;
CENT EDUC DIST SAN JOSE NORTE;San Cristobal;A;OFICIAL;63;60;59;57;62;300;;
CEDIT TABORA;Los Mártires;A;OFICIAL;56;53;51;51;51;263;;
COLEGIO NUEVO MONTESSORIANO;La Candelaria;A;NO OFICIAL;55;55;54;52;58;272;;
COL SAN MARINO                                                                                      ;Puente Aranda;A;NO OFICIAL;51;49;42;45;49;235;;
INSTITUTO COLOMBO SUECO;Sumapaz;A;NO OFICIAL;59;56;53;53;56;277;;
GIMN REAL AMERICANO  - SEDE PRINCIPAL;Antonio Nariño;A;NO OFICIAL;60;58;54;54;58;283;;
COLEGIO KIMI PERNIA DOMICO;Tunjuelito;A;OFICIAL;52;48;45;47;46;239;;
COL NEIL ARMSTRONG                                                                                  ;Suba;A;NO OFICIAL;53;50;47;50;55;252;;
CENT EDUC DIST BAS Y MEDIA MARSELLA;Puente Aranda;A;OFICIAL;;;;;57;22;;
LIC LATINOAMERICANO                                                                                 ;Suba;A;NO OFICIAL;64;66;62;60;69;317;;
LIC SUPERIOR DE BOGOTA                                                                              ;La Candelaria;A;NO OFICIAL;62;63;61;61;65;310;;
GIMN MODERNO                                                                                        ;Fontibón;A;NO OFICIAL;68;70;67;65;82;343;;
COL ADVENTISTA DEL NORTE - SEDE PRINCIPAL;Antonio Nariño;A;NO OFICIAL;64;60;58;59;62;302;;
COL VIRGINIA GUTIERREZ DE PINEDA (INS EDUC DIST);Los Mártires;A;OFICIAL;52;49;45;48;49;243;;
COLEGIO CRISTO REY BOGOTA;Tunjuelito;A;NO OFICIAL;67;67;64;64;79;333;;
LIC SEGOVIA                                                                                         ;Engativá;A;NO OFICIAL;65;58;62;60;73;311;;
COL FUND COLOMBIA                                                                                   ;Los Mártires;A;NO OFICIAL;62;59;58;56;67;297;;
COL SANTA TERESITA                                                                                  ;Teusaquillo;A;NO OFICIAL;60;57;56;56;63;288;;
INST YOLKIN                                                                                         ;San Cristobal;A;NO OFICIAL;55;53;49;50;53;259;;
INST CIAL LORETO SEDE B                                                                             ;Kennedy;A;NO OFICIAL;53;51;46;49;53;250;;
GIMN MAKARENKO                                                                                      ;Usme;A;NO OFICIAL;60;61;52;53;64;285;;
COLEGIO CAMPESTRE SAN JOSE - CCSJ;Engativá;A;NO OFICIAL;63;59;59;58;69;302;;
LIC NORMANDIA                                                                                       ;Puente Aranda;A;NO OFICIAL;59;52;54;53;63;276;;
CARLOS PIZARRO LEON GOMEZ (INST EDUC DIST);Usaquén;A;OFICIAL;53;50;47;48;48;247;;
GIMN LA CIMA                                                                                        ;Fontibón;A;NO OFICIAL;57;56;50;53;62;273;;
COL BENPOSTA NACION DE MUCHACHOS;Antonio Nariño;A;NO OFICIAL;52;49;46;47;46;242;;
COL TIRSO DE MOLINA                                                                                 ;Puente Aranda;A;NO OFICIAL;58;55;52;52;53;271;;
INST ALBERTO MERANI                                                                                 ;Teusaquillo;A;NO OFICIAL;73;75;74;72;82;371;;
GIMN NUEVO MODELIA                                                                                  ;Teusaquillo;A;NO OFICIAL;68;71;66;67;79;344;;
COLEGIO DANILO CIFUENTES;Ciudad Bolívar;A;NO OFICIAL;55;53;50;49;56;260;;
COL MARIA INMACULADA                                                                                ;Barrios Unidos;A;NO OFICIAL;63;61;57;58;66;301;;
COLEGIO LAS AMERICAS IED - SEDE PRINCIPAL;Puente Aranda;A;OFICIAL;55;52;50;50;52;259;;
ESC NAL PILOTO DE APLICACIÓN;Kennedy;A;OFICIAL;54;50;49;49;53;253;;
COLEGIO FANNY MIKEY (IED) - SEDE PRINCIPAL;Santa Fe;A;OFICIAL;49;45;45;46;44;230;;
INST EDUC DIST LEONARDO POSADA PEDRAZA - SEDE PRINCIPAL;Rafael Uribe Uribe;A;OFICIAL;54;51;49;50;52;255;;
COLEGIO INSTITUTO SANTIAGO DE COMPOSTELA - SEDE PRINCIPAL;Suba;A;NO OFICIAL;47;43;45;43;43;222;;
COLEGIO FANNY MIKEY (IED) - SEDE PRINCIPAL;Suba;A;OFICIAL;49;48;43;47;46;233;;
COLEGIO ATABANZHA (IED);Puente Aranda;A;OFICIAL;54;52;48;48;47;251;;
CENT EDUC DIST MORALBA SUR ORIENTAL;San Cristobal;A;OFICIAL;50;47;43;45;46;231;;
COL PARA HIJOS EMPLEADOS CONTRALORIA GRAL REP (COTRANAL);Usaquén;A;NO OFICIAL;63;62;60;60;68;309;;
INEM FRANCISCO DE PAULA SANTANDER;Sumapaz;A;OFICIAL;56;52;50;49;51;258;;
LIC CARMELITA                                                                                       ;Antonio Nariño;A;NO OFICIAL;60;57;55;55;61;285;;
COL CRISTIANO KABOD;Usaquén;A;NO OFICIAL;61;59;57;54;62;290;;
COL GEORGE WASHINGTON SCHOOL;Sumapaz;A;NO OFICIAL;59;53;54;52;66;277;;
CENT EDUC DIST ROBERT KENNEDY;Kennedy;A;OFICIAL;55;51;51;50;53;259;;
LIC PSICOPEDAG BOLIVIA                                                                              ;Engativá;A;NO OFICIAL;58;56;52;54;59;277;;
INST MAYEUTICO                                                                                      ;Rafael Uribe Uribe;A;NO OFICIAL;56;54;53;54;58;273;;
COL PARROQ SAN PEDRO CLAVER;Barrios Unidos;A;NO OFICIAL;61;59;56;56;62;292;;
COL ESTRADA DE MARIA AUXILIADORA;Capinero;A;NO OFICIAL;55;52;49;51;57;261;;
LIC FESAN;Usme;A;NO OFICIAL;59;56;54;54;58;280;;
CENT EDUC DIST LA CHUCUA;Suba;A;OFICIAL;57;53;51;53;53;267;;
INST EDUC DIST EDUARDO MORA OSEJO (ANTIGUO NUEVO MONTEBLANCO);Fontibón;A;OFICIAL;53;50;47;48;50;248;;
INST SOCIAL NOCT DE ENSEÑANZA MEDIA ISNEM;Capinero;A;NO OFICIAL;48;51;47;44;48;238;;
COL DE NSTRA SRA DE LA PRESENTACION CENTRO;Sumapaz;A;NO OFICIAL;63;62;58;58;65;303;;
CENT EDUC DIST EL SALITRE;Santa Fe;A;OFICIAL;53;50;48;49;52;251;;
COL CODEMA (INST EDUC DIST);Ciudad Bolívar;A;OFICIAL;54;52;50;50;48;256;;
LIC  NUEVA BRITALIA                                                                                 ;Sumapaz;A;NO OFICIAL;;;;;52;20;;
CENT EDUC DIST SAN CIPRIANO;Los Mártires;A;OFICIAL;54;51;51;49;54;257;;
CENT EDUC DIST PLAN PADRINOS SAN LUIS;Capinero;A;OFICIAL;41;40;37;41;41;199;;
GIMN DEL CORAZON DE MARIA;Barrios Unidos;A;NO OFICIAL;62;61;58;58;64;300;;
ATENEO JUAN EUDES                                                                                   ;Los Mártires;A;NO OFICIAL;58;54;51;52;62;272;;
INST CIAL EDUARDO TORRES QUINTERO;Engativá;A;NO OFICIAL;54;53;52;50;54;262;;
COL MILITAR COOP JUSTINIANO QUIÑONEZ ANGULO;Engativá;A;NO OFICIAL;57;56;52;54;55;274;;
COL SUMAPAZ                                                                                         ;Rafael Uribe Uribe;A;NO OFICIAL;52;43;44;43;44;227;;
COL SANTA ROSA DE LIMA                                                                              ;Tunjuelito;A;NO OFICIAL;59;59;57;57;62;292;;
COL PARROQ SAN JUAN BAUTISTA DE LA SALLE;Rafael Uribe Uribe;A;NO OFICIAL;63;64;59;60;65;309;;
COL NUEVO GIMN                                                                                      ;Barrios Unidos;A;NO OFICIAL;63;61;61;61;80;315;;
CENT EDUC DIST SAN AGUSTIN;Puente Aranda;A;OFICIAL;52;50;45;49;47;244;;
COL DIST U.B. MARCO FIDEL SUAREZ;Rafael Uribe Uribe;A;OFICIAL;53;51;47;48;50;249;;
COL DIST EDUC BAS Y MEDIA JUAN EVANGELISTA GOMEZ;La Candelaria;A;OFICIAL;47;44;43;42;43;220;;
LICEO NAL MAGDALENA ORTEGA DE NARIÑO;Teusaquillo;A;OFICIAL;60;57;55;54;57;283;;
CENT EDUC DIST SAN RAFAEL;Los Mártires;A;OFICIAL;55;52;50;50;57;261;;
LIC PEDAGOGICO                                                                                      ;Ciudad Bolívar;A;NO OFICIAL;50;57;46;47;55;252;;
POLITECNICO MAYOR ANDINO                                                                            ;Barrios Unidos;A;NO OFICIAL;54;50;49;48;58;254;;
COL CHARLES BABBAGGE                                                                                ;Barrios Unidos;A;NO OFICIAL;47;48;36;46;48;223;;
CENT JOHANN KEPLER                                                                                  ;Kennedy;O;NO OFICIAL;44;40;38;41;44;205;;
CENTRO EDUCATIVO SURAMERICANO - SEDE PRINCIPAL;Rafael Uribe Uribe;A;NO OFICIAL;26;31;24;34;46;150;;
TANDEM - SEDE PRINCIPAL;Fontibón;A;NO OFICIAL;61;61;59;57;78;305;;
COL DEL ROSARIO DE SANTO DOMINGO;Rafael Uribe Uribe;A;NO OFICIAL;67;68;65;65;75;335;;
COLEGIO RETOS - SEDE PRINCIPAL;Rafael Uribe Uribe;A;NO OFICIAL;63;64;58;60;71;310;;
GIMNASIO OBREGON - SEDE PRINCIPAL;Puente Aranda;A;NO OFICIAL;65;66;61;60;72;318;;
CENT EDUC DIST BOSANOVA;Fontibón;A;OFICIAL;51;48;46;48;51;242;;
CENT JOHANN KEPLER                                                                                  ;Barrios Unidos;O;NO OFICIAL;46;42;41;43;42;215;;
CENT DE INTEGRACION EDUCACION DEL NORTE (CIEN );Tunjuelito;A;NO OFICIAL;49;52;47;48;52;246;;
FUNDACIÓN HUMANISTA ERASMO DE ROTTERDAM - SEDE PRINCIPAL;Sumapaz;A;NO OFICIAL;48;45;43;43;42;223;;
COL HEISENBERG SEDE KENNEDY                                                                         ;Sumapaz;A;NO OFICIAL;48;47;40;45;44;225;;
CORPORACION TECNOLOGICA EMPRESARIAL - SEDE PRINCIPAL;Fontibón;A;NO OFICIAL;46;45;39;41;42;213;;
CENT EDUC DIST LA TOSCANA;Los Mártires;A;OFICIAL;52;47;47;47;51;242;;
COL INST INSCAP - SEDE PRINCIPAL;San Cristobal;A;NO OFICIAL;54;46;45;45;43;236;;
LIC  MANUEL ELKIN PATARROYO;Ciudad Bolívar;A;NO OFICIAL;62;63;60;59;59;304;;
GIMN PSICOPEDAG MARIA ISABEL;Ciudad Bolívar;A;NO OFICIAL;61;62;58;59;62;301;;
COL TRIANGULO CHAPINERO - SEDE PRINCIPAL;Tunjuelito;A;NO OFICIAL;49;46;45;44;47;230;;
GIMNASIO BOLÍVAR - SEDE PRINCIPAL;Kennedy;O;NO OFICIAL;53;49;50;49;52;252;;
COLEGIO TECNISISTEMAS - SEDE PRINCIPAL;Santa Fe;A;NO OFICIAL;51;47;46;46;49;238;;
COLEGIO FRANCISCO I;San Cristobal;A;NO OFICIAL;57;55;52;53;56;272;;
LICEO RIOBAMBA                                                                                      ;Tunjuelito;A;NO OFICIAL;55;52;52;52;53;264;;
NUEVO COL LUSADI;Fontibón;A;NO OFICIAL;61;59;57;57;59;293;;
COLEGIO RURAL JOSÉ CELESTINO MUTIS (IED) - SEDE PRINCIPAL;Santa Fe;A;OFICIAL;49;47;44;46;46;232;;
CENT EDUC DIST SAN JOSE SUR ORIENTAL;Puente Aranda;A;OFICIAL;55;52;51;51;53;262;;
